CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13109,60,3,1134.03,2,At Risk
13110,31,12,2957.4700000000003,3,Champions
13111,719,1,321.88000000000005,1,Lost
13112,541,1,20.599999999999998,1,Lost
13113,1,37,18625.73,3,Champions
13114,731,1,234.38,1,Lost
13115,12,10,5494.7,3,Champions
13116,138,1,501.14,1,Lost
13117,22,18,2643.81,3,Champions
13118,20,9,2415.41,3,Champions
13119,669,1,134.9,1,Lost
13120,239,1,30.6,1,Lost
13121,269,1,283.73,1,Lost
13122,94,2,922.39,0,Loyal
13123,473,2,506.75,1,Lost
13124,90,4,4782.45,0,Loyal
13125,524,1,158.57,1,Lost
13126,5,13,3998.25,3,Champions
13127,78,1,259.17,1,Lost
13128,631,1,263.5,1,Lost
13129,452,2,233.25,1,Lost
13130,94,1,64.0,1,Lost
13131,23,7,3313.77,3,Champions
13132,262,1,77.3,1,Lost
13133,274,3,200.45,1,Lost
13134,86,6,2475.23,0,Loyal
13135,197,2,3371.45,0,Loyal
13136,56,13,6274.56,3,Champions
13137,11,16,7712.7,3,Champions
13138,22,7,1467.24,2,At Risk
13139,16,8,8202.98,3,Champions
13140,108,5,1215.68,0,Loyal
13141,85,17,7668.58,3,Champions
13142,19,1,307.09000000000003,2,At Risk
13143,585,1,405.1,1,Lost
13144,333,2,135.35,1,Lost
13145,40,7,1423.52,0,Loyal
13146,26,1,228.91,2,At Risk
13147,10,4,712.8,2,At Risk
13148,29,26,8621.81,3,Champions
13149,14,4,1676.06,2,At Risk
13150,484,3,449.96999999999997,1,Lost
13151,296,3,2580.7400000000002,0,Loyal
13152,417,7,2146.38,0,Loyal
13153,6,1,486.22,2,At Risk
13154,399,3,1624.84,0,Loyal
13155,33,6,1750.18,2,At Risk
13156,385,3,1586.54,0,Loyal
13157,49,9,5687.36,3,Champions
13158,95,5,1508.18,0,Loyal
13159,9,4,1437.85,2,At Risk
13160,22,1,91.8,2,At Risk
13161,313,2,478.88,1,Lost
13162,122,16,9275.49,3,Champions
13163,610,1,17.65,1,Lost
13164,569,2,372.2,1,Lost
13165,46,3,1451.1599999999999,2,At Risk
13166,283,2,884.18,0,Loyal
13167,19,5,1125.15,2,At Risk
13168,36,5,1875.31,2,At Risk
13169,64,3,840.08,2,At Risk
13170,27,1,116.00999999999999,2,At Risk
13171,22,3,468.41,2,At Risk
13172,400,1,69.6,1,Lost
13173,4,11,2639.35,3,Champions
13174,16,12,9494.84,3,Champions
13175,582,2,831.45,1,Lost
13176,46,1,492.84,2,At Risk
13177,65,2,512.2,2,At Risk
13178,26,21,14059.19,3,Champions
13179,619,1,572.3100000000001,1,Lost
13180,607,1,86.10000000000001,1,Lost
13181,381,1,359.69,1,Lost
13182,45,1,121.18,1,Lost
13183,8,15,7036.18,3,Champions
13184,15,10,1701.29,3,Champions
13185,268,1,71.4,1,Lost
13186,40,3,1575.89,2,At Risk
13187,337,4,367.01,1,Lost
13188,11,1,114.6,2,At Risk
13189,19,2,260.68,2,At Risk
13190,544,3,570.66,1,Lost
13191,658,1,164.69,1,Lost
13192,95,6,2558.58,0,Loyal
13193,61,1,117.88,1,Lost
13194,136,2,472.78,1,Lost
13195,414,1,172.38,1,Lost
13196,11,7,3068.84,3,Champions
13197,610,1,373.01000000000005,1,Lost
13198,10,8,4974.2300000000005,3,Champions
13199,4,67,16432.89,3,Champions
13200,19,4,870.09,2,At Risk
13201,502,4,1240.61,0,Loyal
13202,394,7,1580.3,0,Loyal
13203,10,10,2648.25,3,Champions
13204,731,1,966.6600000000001,1,Lost
13205,443,1,2803.2,0,Loyal
13206,400,13,8377.32,0,Loyal
13207,15,4,535.86,2,At Risk
13208,59,9,1988.5,0,Loyal
13209,30,13,8509.51,3,Champions
13210,94,1,353.48,1,Lost
13211,10,10,2729.32,3,Champions
13212,20,3,788.08,2,At Risk
13213,57,11,3851.52,3,Champions
13214,418,7,3264.23,0,Loyal
13215,402,1,81.6,1,Lost
13216,268,1,333.74,1,Lost
13217,122,4,666.48,0,Loyal
13218,127,1,62.64,1,Lost
13219,618,1,76.23,1,Lost
13220,78,5,1336.0900000000001,0,Loyal
13221,240,2,847.41,0,Loyal
13222,577,1,88.5,1,Lost
13223,200,6,969.12,0,Loyal
13224,60,2,2155.95,0,Loyal
13225,3,16,16260.07,3,Champions
13226,273,2,312.46,1,Lost
13227,202,1,257.7,1,Lost
13228,81,1,358.0,1,Lost
13229,226,1,160.95,1,Lost
13230,4,30,6360.78,3,Champions
13232,13,7,1357.6,2,At Risk
13233,74,4,1176.46,0,Loyal
13234,673,2,356.95,1,Lost
13235,212,1,1031.07,1,Lost
13236,25,2,744.85,2,At Risk
13237,388,1,643.0,1,Lost
13238,17,6,1006.63,2,At Risk
13239,262,5,1594.69,0,Loyal
13240,96,8,1738.52,0,Loyal
13241,412,1,115.58,1,Lost
13242,112,7,699.4,0,Loyal
13243,203,5,1278.04,0,Loyal
13244,93,1,121.74000000000001,1,Lost
13245,51,2,989.22,2,At Risk
13246,18,11,3387.43,3,Champions
13247,18,4,501.12,2,At Risk
13248,125,2,465.68,1,Lost
13249,92,9,1608.9299999999998,0,Loyal
13250,461,2,256.04,1,Lost
13251,402,1,252.68,1,Lost
13252,394,2,399.3,1,Lost
13253,157,4,2951.11,0,Loyal
13254,376,1,51.41,1,Lost
13255,9,3,904.46,2,At Risk
13256,14,1,0.0,1,Lost
13257,436,1,149.75,1,Lost
13258,12,5,1035.18,2,At Risk
13259,62,9,1433.38,0,Loyal
13260,61,1,557.62,2,At Risk
13261,269,2,944.1,0,Loyal
13262,263,3,573.45,0,Loyal
13263,1,39,8704.69,3,Champions
13264,443,1,722.5600000000001,1,Lost
13265,53,5,2107.66,0,Loyal
13266,11,19,6135.04,3,Champions
13267,3,36,9758.26,3,Champions
13268,18,11,3214.69,3,Champions
13269,1,28,8891.7,3,Champions
13270,366,1,1180.0,1,Lost
13271,37,1,217.38,2,At Risk
13272,31,2,276.56,2,At Risk
13273,113,1,138.98,1,Lost
13274,409,1,360.85,1,Lost
13275,384,2,241.66,1,Lost
13276,64,5,1939.26,0,Loyal
13277,16,7,523.3,2,At Risk
13278,41,4,1435.85,2,At Risk
13279,78,1,137.75,1,Lost
13280,122,7,2322.63,0,Loyal
13281,439,1,350.85,1,Lost
13282,18,4,1313.19,2,At Risk
13283,60,4,373.36,2,At Risk
13284,331,1,201.19,1,Lost
13285,23,6,3364.59,3,Champions
13286,600,1,734.91,1,Lost
13287,603,3,781.59,0,Loyal
13288,443,5,927.61,0,Loyal
13289,724,1,307.95,1,Lost
13290,438,1,208.63,1,Lost
13291,156,11,3320.84,0,Loyal
13292,39,5,994.51,2,At Risk
13293,392,6,1192.94,0,Loyal
13294,190,3,1689.53,0,Loyal
13295,360,4,1101.97,0,Loyal
13296,137,6,792.51,0,Loyal
13297,8,7,4368.62,3,Champions
13298,1,1,360.0,2,At Risk
13299,268,3,1218.7,0,Loyal
13300,169,3,1285.51,0,Loyal
13301,104,4,618.09,0,Loyal
13302,155,2,159.2,1,Lost
13303,400,1,61.72,1,Lost
13304,351,4,1217.99,0,Loyal
13305,4,16,3754.71,3,Champions
13306,430,1,53.65,1,Lost
13307,120,3,273.34,1,Lost
13308,23,4,1670.3700000000001,2,At Risk
13309,7,6,1706.3700000000001,2,At Risk
13310,28,5,1541.2,2,At Risk
13311,4,2,598.57,2,At Risk
13312,451,1,124.75,1,Lost
13313,22,12,3445.32,3,Champions
13314,2,3,775.94,2,At Risk
13315,689,1,310.26000000000005,1,Lost
13316,37,10,13191.57,3,Champions
13317,66,19,6486.091,3,Champions
13318,1,3,640.76,2,At Risk
13319,5,58,22082.5,3,Champions
13320,78,6,2228.1,0,Loyal
13321,72,2,567.36,2,At Risk
13322,17,1,199.48000000000002,2,At Risk
13323,3,5,787.85,2,At Risk
13324,36,18,10513.47,3,Champions
13325,82,1,675.3,1,Lost
13326,432,1,281.76,1,Lost
13327,39,20,9879.48,3,Champions
13328,316,1,1308.48,1,Lost
13329,32,8,5112.97,3,Champions
13330,93,6,2806.18,0,Loyal
13331,402,1,262.4,1,Lost
13332,14,1,350.90000000000003,2,At Risk
13333,411,3,1015.74,0,Loyal
13334,82,5,6263.75,0,Loyal
13336,77,1,795.12,2,At Risk
13337,546,1,1575.26,1,Lost
13338,158,4,2445.62,0,Loyal
13339,201,1,860.12,1,Lost
13340,45,12,22100.56,3,Champions
13341,261,1,775.85,1,Lost
13343,178,1,353.43,1,Lost
13344,68,3,2543.7200000000003,0,Loyal
13345,288,1,389.5,1,Lost
13346,463,6,299.4,0,Loyal
13347,70,1,341.36,1,Lost
13348,64,1,233.76000000000002,1,Lost
13349,11,1,247.32,2,At Risk
13350,16,2,979.12,2,At Risk
13351,66,1,373.94,1,Lost
13352,60,1,397.98,2,At Risk
13354,71,1,743.53,2,At Risk
13355,122,1,674.7,1,Lost
13356,80,1,768.24,2,At Risk
13357,257,5,3838.36,0,Loyal
13358,269,1,439.03000000000003,1,Lost
13359,64,2,1043.31,2,At Risk
13360,432,4,1553.65,0,Loyal
13361,472,2,1450.5,0,Loyal
13362,9,7,5394.07,3,Champions
13363,18,3,1723.8600000000001,2,At Risk
13364,71,1,134.96,1,Lost
13365,34,2,2225.37,2,At Risk
13366,50,1,56.16,1,Lost
13367,432,1,510.2,1,Lost
13368,257,4,1121.5,0,Loyal
13369,366,1,616.5600000000001,1,Lost
13370,372,1,1509.74,1,Lost
13371,505,2,2297.66,0,Loyal
13372,90,1,378.64,1,Lost
13373,61,6,7587.1900000000005,0,Loyal
13374,415,2,422.8,1,Lost
13375,89,2,1792.23,0,Loyal
13376,99,3,1019.76,0,Loyal
13377,397,2,1552.88,0,Loyal
13379,26,3,572.56,2,At Risk
13380,433,1,62.4,1,Lost
13381,32,12,8224.37,3,Champions
13382,281,5,1387.58,0,Loyal
13383,544,1,305.28000000000003,1,Lost
13384,31,11,6680.83,3,Champions
13385,330,1,534.57,1,Lost
13386,414,2,835.46,1,Lost
13387,417,1,189.44,1,Lost
13388,131,3,1185.65,0,Loyal
13389,11,3,797.96,2,At Risk
13390,75,1,544.08,1,Lost
13391,204,1,59.8,1,Lost
13392,677,1,91.14,1,Lost
13393,584,4,1131.45,0,Loyal
13394,2,19,6621.7,3,Champions
13395,185,3,1180.23,0,Loyal
13396,29,2,1360.99,2,At Risk
13397,73,10,3191.87,0,Loyal
13398,192,2,670.34,1,Lost
13399,464,3,275.4,1,Lost
13400,583,1,310.83,1,Lost
13402,127,4,1535.13,0,Loyal
13403,18,3,229.5,2,At Risk
13404,1,2,252.49,2,At Risk
13405,74,6,1213.811,0,Loyal
13406,427,2,568.92,1,Lost
13407,579,3,2244.7,0,Loyal
13408,2,106,51733.462,3,Champions
13410,24,9,2201.96,3,Champions
13411,107,1,213.55,1,Lost
13412,620,1,487.35,1,Lost
13413,640,6,429.44,0,Loyal
13414,134,6,2494.14,0,Loyal
13415,473,4,800.67,0,Loyal
13416,44,3,940.8000000000001,2,At Risk
13417,5,6,1669.49,2,At Risk
13418,12,31,12233.6,3,Champions
13419,64,1,221.06,1,Lost
13420,150,2,159.85,1,Lost
13421,40,8,4103.12,3,Champions
13422,64,1,2626.3,2,At Risk
13423,429,1,217.03,1,Lost
13424,450,1,572.77,1,Lost
13425,108,5,3403.63,0,Loyal
13426,1,22,8167.38,3,Champions
13427,19,6,1006.53,2,At Risk
13428,10,3,499.98,2,At Risk
13429,11,4,1006.8,2,At Risk
13430,19,2,679.45,2,At Risk
13431,67,8,3316.2400000000002,0,Loyal
13432,571,2,439.1,1,Lost
13433,501,4,658.32,0,Loyal
13434,74,5,1666.8600000000001,0,Loyal
13435,5,9,4475.2300000000005,3,Champions
13436,2,1,196.89,2,At Risk
13437,14,7,3408.06,3,Champions
13438,547,1,46.5,1,Lost
13439,255,3,986.61,0,Loyal
13440,423,7,1295.25,0,Loyal
13441,92,2,720.9,2,At Risk
13442,667,3,419.87,1,Lost
13443,449,6,1280.16,0,Loyal
13444,374,2,631.68,1,Lost
13445,626,1,241.89999999999998,1,Lost
13446,430,11,3881.89,0,Loyal
13447,23,3,1129.14,2,At Risk
13448,17,13,9240.87,3,Champions
13449,24,1,291.88,2,At Risk
13450,27,13,4120.04,3,Champions
13451,26,11,7190.92,3,Champions
13452,259,3,729.8,0,Loyal
13453,166,3,781.69,0,Loyal
13454,641,1,219.87,1,Lost
13455,25,6,2905.93,3,Champions
13456,18,6,1766.72,2,At Risk
13457,689,2,148.22,1,Lost
13458,7,16,11959.27,3,Champions
13459,625,2,1160.41,0,Loyal
13460,29,2,183.44,2,At Risk
13461,39,6,4160.0,3,Champions
13462,253,5,1153.8500000000001,0,Loyal
13464,58,6,3097.64,0,Loyal
13465,446,2,931.12,1,Lost
13466,184,5,1013.35,0,Loyal
13467,11,2,1083.71,2,At Risk
13468,2,72,13390.51,3,Champions
13469,653,1,82.4,1,Lost
13470,99,2,165.0,1,Lost
13471,1,4,2531.58,2,At Risk
13472,464,2,592.24,1,Lost
13473,61,8,2657.76,0,Loyal
13474,236,3,663.79,0,Loyal
13475,191,4,1431.78,0,Loyal
13476,179,5,2061.4700000000003,0,Loyal
13477,38,11,2834.17,3,Champions
13478,469,5,2215.78,0,Loyal
13479,201,4,851.37,0,Loyal
13480,417,2,627.82,1,Lost
13481,46,11,3830.84,3,Champions
13482,232,2,336.09,1,Lost
13483,66,1,140.34,1,Lost
13484,241,3,790.72,0,Loyal
13485,233,11,3019.2200000000003,0,Loyal
13486,78,3,1122.41,0,Loyal
13487,58,5,846.87,0,Loyal
13488,17,23,15587.880000000001,3,Champions
13489,105,4,449.52,0,Loyal
13490,654,1,154.25,1,Lost
13491,52,27,4566.56,3,Champions
13492,136,3,1269.84,0,Loyal
13493,275,2,618.63,1,Lost
13494,312,1,316.26000000000005,1,Lost
13495,8,10,5374.26,3,Champions
13496,11,2,653.33,2,At Risk
13497,283,6,1320.3300000000002,0,Loyal
13498,730,1,327.38,1,Lost
13499,18,5,1159.1100000000001,2,At Risk
13500,23,4,1466.3,2,At Risk
13501,288,3,2885.11,0,Loyal
13502,17,5,780.5,2,At Risk
13503,71,6,1905.39,0,Loyal
13504,64,1,295.93,1,Lost
13505,73,4,4393.63,0,Loyal
13506,316,5,1639.2,0,Loyal
13507,3,4,2479.16,2,At Risk
13508,244,2,287.05,1,Lost
13509,9,8,1114.72,2,At Risk
13510,1,11,4558.29,3,Champions
13511,677,1,282.76,1,Lost
13512,261,4,713.39,0,Loyal
13513,127,3,824.59,0,Loyal
13514,74,4,815.9000000000001,0,Loyal
13515,73,6,1265.82,0,Loyal
13516,21,4,1685.26,2,At Risk
13517,60,3,2128.42,0,Loyal
13518,86,1,659.44,1,Lost
13519,78,2,343.21,2,At Risk
13520,59,11,6909.4,3,Champions
13521,1,3,1093.65,2,At Risk
13522,30,1,125.80000000000001,2,At Risk
13523,33,6,5101.52,3,Champions
13524,41,5,680.1800000000001,2,At Risk
13525,15,2,628.78,2,At Risk
13526,738,2,1182.0,0,Loyal
13527,34,12,4683.74,3,Champions
13529,79,2,307.76,1,Lost
13530,634,1,402.98,1,Lost
13531,205,6,1738.52,0,Loyal
13532,34,1,210.31,2,At Risk
13533,183,3,270.79,1,Lost
13534,2,35,7720.900000000001,3,Champions
13535,403,1,89.5,1,Lost
13536,1,7,3448.29,3,Champions
13537,426,2,717.85,1,Lost
13538,43,12,3112.73,3,Champions
13539,86,7,1569.36,0,Loyal
13540,467,3,632.39,1,Lost
13541,427,2,785.25,1,Lost
13542,377,17,4006.17,0,Loyal
13543,634,2,1439.61,0,Loyal
13544,40,6,829.0,2,At Risk
13545,391,2,374.64,1,Lost
13546,12,5,1092.14,2,At Risk
13547,408,1,175.53,1,Lost
13548,96,3,908.99,0,Loyal
13549,26,8,1005.8000000000001,2,At Risk
13550,383,1,349.51,1,Lost
13551,319,2,244.2,1,Lost
13552,66,22,6978.92,3,Champions
13553,675,1,517.8,1,Lost
13554,380,7,1638.28,0,Loyal
13555,74,13,8999.19,3,Champions
13556,429,2,200.82,1,Lost
13557,28,13,3032.26,3,Champions
13558,6,4,605.06,2,At Risk
13559,513,2,990.0,1,Lost
13560,7,1,174.37,2,At Risk
13561,216,11,1820.72,0,Loyal
13562,82,8,4838.18,0,Loyal
13563,84,2,777.53,2,At Risk
13564,144,37,17249.55,3,Champions
13565,19,3,414.8,2,At Risk
13566,41,5,1708.1200000000001,0,Loyal
13567,428,4,1083.69,0,Loyal
13568,173,1,192.85,1,Lost
13569,17,4,893.78,2,At Risk
13570,243,1,239.49,1,Lost
13571,13,26,4546.54,3,Champions
13572,206,1,1384.25,1,Lost
13573,50,6,916.47,0,Loyal
13574,411,1,421.25,1,Lost
13575,23,5,732.07,2,At Risk
13576,10,28,11551.74,3,Champions
13577,25,11,3489.28,3,Champions
13578,409,1,147.66,1,Lost
13579,15,5,1539.04,2,At Risk
13580,406,1,107.75,1,Lost
13581,309,2,280.53000000000003,1,Lost
13582,390,2,241.68,1,Lost
13583,156,2,1445.031,0,Loyal
13584,307,3,392.45,1,Lost
13585,531,3,684.54,0,Loyal
13586,541,1,131.53,1,Lost
13587,64,4,1673.5,0,Loyal
13588,16,9,2478.95,3,Champions
13589,15,6,1120.74,2,At Risk
13590,11,18,6349.59,3,Champions
13591,65,7,2093.94,0,Loyal
13592,36,4,247.95999999999998,2,At Risk
13593,108,14,5523.6900000000005,3,Champions
13594,53,2,533.32,2,At Risk
13595,517,3,818.22,0,Loyal
13596,6,2,697.04,2,At Risk
13597,400,2,396.71,1,Lost
13598,47,5,789.59,2,At Risk
13599,1,33,10167.630000000001,3,Champions
13600,312,2,518.42,1,Lost
13601,45,4,1185.14,2,At Risk
13602,65,4,1025.17,0,Loyal
13603,26,1,164.34,2,At Risk
13604,659,1,717.62,1,Lost
13605,387,2,522.67,1,Lost
13606,29,3,280.54,2,At Risk
13607,40,2,1078.31,2,At Risk
13608,541,1,236.2,1,Lost
13609,593,1,167.35,1,Lost
13610,12,14,2175.88,3,Champions
13611,89,10,3319.53,0,Loyal
13612,633,1,818.29,1,Lost
13613,453,5,1039.8500000000001,0,Loyal
13614,24,6,2359.19,2,At Risk
13615,319,8,6272.53,0,Loyal
13616,568,2,288.1,1,Lost
13617,40,8,1278.75,0,Loyal
13618,174,1,177.34,1,Lost
13619,545,2,231.69,1,Lost
13620,528,1,112.34,1,Lost
13621,117,1,213.85,1,Lost
13622,696,1,658.95,1,Lost
13623,31,10,2566.49,3,Champions
13624,388,1,462.08,1,Lost
13625,597,1,301.26,1,Lost
13626,253,2,707.04,1,Lost
13627,59,7,2245.9,0,Loyal
13628,676,1,310.14,1,Lost
13629,23,19,13370.86,3,Champions
13630,5,7,2031.78,3,Champions
13631,100,11,3070.42,0,Loyal
13632,25,8,3648.15,3,Champions
13634,33,16,5073.47,3,Champions
13635,68,4,2999.16,0,Loyal
13636,37,5,949.12,2,At Risk
13637,52,3,810.5,2,At Risk
13638,16,1,122.64,2,At Risk
13639,74,2,1346.27,0,Loyal
13640,611,1,405.0,1,Lost
13641,641,5,1016.47,0,Loyal
13642,216,4,514.72,0,Loyal
13643,31,10,2156.77,3,Champions
13644,16,4,2624.26,2,At Risk
13645,120,1,252.1,1,Lost
13646,400,2,326.25,1,Lost
13647,10,8,3071.68,3,Champions
13648,400,8,1764.02,0,Loyal
13649,257,6,1678.88,0,Loyal
13650,17,10,3288.0,3,Champions
13651,35,3,226.85,2,At Risk
13652,46,5,2570.85,0,Loyal
13653,488,1,152.2,1,Lost
13654,43,11,6308.0,3,Champions
13655,114,6,2280.51,0,Loyal
13656,165,4,1078.85,0,Loyal
13657,11,2,382.14,2,At Risk
13658,10,9,6025.5,3,Champions
13659,206,12,4894.88,0,Loyal
13660,400,1,314.59,1,Lost
13661,603,1,325.24,1,Lost
13662,86,11,2250.11,0,Loyal
13663,179,5,2047.51,0,Loyal
13665,386,3,1711.66,0,Loyal
13666,60,5,127.9,2,At Risk
13667,149,1,305.02,1,Lost
13668,3,35,13089.94,3,Champions
13669,51,3,413.55,2,At Risk
13670,75,1,349.7,1,Lost
13671,395,1,194.95,1,Lost
13672,301,3,419.92,1,Lost
13673,19,2,396.92,2,At Risk
13674,433,1,240.68,1,Lost
13675,151,2,486.82000000000005,1,Lost
13676,539,2,243.9,1,Lost
13677,405,2,556.1899999999999,1,Lost
13678,152,1,232.6,1,Lost
13679,494,3,281.26,1,Lost
13680,1,12,11435.67,3,Champions
13681,18,4,827.83,2,At Risk
13682,187,1,59.5,1,Lost
13683,458,1,258.6,1,Lost
13684,286,4,596.98,0,Loyal
13685,3,7,3119.44,3,Champions
13686,183,3,409.04,1,Lost
13687,438,1,11880.84,0,Loyal
13688,635,1,375.5,1,Lost
13689,63,2,1259.5,2,At Risk
13690,59,1,172.25,1,Lost
13691,396,1,212.78,1,Lost
13692,25,5,3114.4,2,At Risk
13693,374,9,2011.8200000000002,0,Loyal
13694,4,143,196482.81,3,Champions
13695,31,16,2770.73,3,Champions
13696,422,3,2020.4,0,Loyal
13697,39,1,151.3,2,At Risk
13698,597,2,465.53000000000003,1,Lost
13699,155,2,764.15,0,Loyal
13700,26,13,2613.46,3,Champions
13701,447,1,161.0,1,Lost
13702,446,1,135.18,1,Lost
13703,318,2,425.56,1,Lost
13704,5,9,2308.06,3,Champions
13705,8,7,2035.33,3,Champions
13706,303,2,631.1700000000001,1,Lost
13707,267,5,3365.86,0,Loyal
13708,271,1,296.88,1,Lost
13709,4,18,7591.75,3,Champions
13710,32,3,509.52,2,At Risk
13711,219,9,1792.26,0,Loyal
13712,247,2,766.42,1,Lost
13713,408,3,743.26,0,Loyal
13714,465,1,161.35,1,Lost
13715,281,17,8483.29,3,Champions
13716,269,1,138.28,1,Lost
13717,32,8,1763.3,3,Champions
13718,246,2,306.55,1,Lost
13719,15,11,2815.25,3,Champions
13720,117,4,799.9,0,Loyal
13721,36,2,741.54,2,At Risk
13722,132,10,5635.41,0,Loyal
13723,217,6,1209.2,0,Loyal
13724,637,1,213.01,1,Lost
13725,50,8,1980.56,0,Loyal
13726,39,2,1079.66,2,At Risk
13727,29,8,1080.05,2,At Risk
13728,37,16,2855.17,3,Champions
13729,436,3,724.73,0,Loyal
13730,136,2,752.6,0,Loyal
13731,219,2,610.59,1,Lost
13732,28,1,491.86,2,At Risk
13733,411,2,487.03000000000003,1,Lost
13734,509,4,6701.640000000001,0,Loyal
13735,25,13,9813.22,3,Champions
13736,5,7,2766.21,3,Champions
13737,200,1,339.6,1,Lost
13738,396,1,440.93,1,Lost
13739,18,2,292.2,2,At Risk
13740,241,5,1597.77,0,Loyal
13741,72,3,668.4300000000001,2,At Risk
13742,17,12,3131.02,3,Champions
13743,3,7,1341.6,2,At Risk
13744,95,2,1156.36,0,Loyal
13745,162,2,777.36,0,Loyal
13746,414,1,176.69,1,Lost
13747,374,2,249.39999999999998,1,Lost
13748,96,9,2268.35,0,Loyal
13750,54,11,3602.18,3,Champions
13751,288,1,296.25,1,Lost
13752,124,7,1590.73,0,Loyal
13753,288,4,2094.57,0,Loyal
13754,152,3,447.05,1,Lost
13755,4,9,2161.35,3,Champions
13756,2,23,9207.5,3,Champions
13757,675,1,195.55,1,Lost
13758,12,15,9416.98,3,Champions
13759,33,2,659.4100000000001,2,At Risk
13760,54,5,1363.6399999999999,0,Loyal
13761,50,6,1952.17,0,Loyal
13762,219,5,2472.48,0,Loyal
13763,63,3,5217.44,0,Loyal
13764,71,6,2953.26,0,Loyal
13765,653,1,352.821,1,Lost
13766,495,1,190.35,1,Lost
13767,2,73,35540.53,3,Champions
13768,727,2,875.97,1,Lost
13769,2,20,5800.42,3,Champions
13770,422,4,785.37,0,Loyal
13771,64,9,5728.82,3,Champions
13772,34,8,3114.2200000000003,3,Champions
13773,397,2,301.54,1,Lost
13774,82,1,345.0,1,Lost
13775,591,1,1049.66,1,Lost
13776,428,2,623.98,1,Lost
13777,1,61,56478.42,3,Champions
13778,103,4,1124.49,0,Loyal
13779,516,1,161.13,1,Lost
13780,7,3,735.82,2,At Risk
13781,251,3,778.83,0,Loyal
13782,13,13,1793.72,3,Champions
13783,488,4,1542.09,0,Loyal
13784,10,14,2910.23,3,Champions
13785,429,4,542.49,0,Loyal
13786,367,6,3358.94,0,Loyal
13787,76,6,1222.5,0,Loyal
13788,505,1,3.75,1,Lost
13789,388,1,239.46,1,Lost
13790,4,1,348.79999999999995,2,At Risk
13791,128,2,1516.0,0,Loyal
13792,66,3,383.95,2,At Risk
13793,647,1,96.0,1,Lost
13794,547,1,126.03,1,Lost
13795,388,4,836.3,0,Loyal
13796,499,1,289.7,1,Lost
13797,437,3,1179.45,0,Loyal
13798,1,110,75836.87,3,Champions
13799,117,9,2803.57,0,Loyal
13800,310,3,1679.56,0,Loyal
13801,67,1,324.8,1,Lost
13802,139,19,26259.11,3,Champions
13803,255,3,1338.91,0,Loyal
13804,31,9,3208.52,3,Champions
13805,52,2,924.5999999999999,2,At Risk
13806,64,1,256.38,1,Lost
13807,367,3,534.8,1,Lost
13808,6,5,1747.66,2,At Risk
13809,305,3,679.6999999999999,0,Loyal
13810,29,3,1499.01,2,At Risk
13811,184,3,814.5,0,Loyal
13812,42,3,539.0,2,At Risk
13813,40,8,2765.4700000000003,3,Champions
13814,92,3,2257.32,0,Loyal
13815,22,8,7475.74,3,Champions
13816,24,2,571.6700000000001,2,At Risk
13817,29,2,382.98,2,At Risk
13818,430,1,61.28,1,Lost
13819,302,6,2642.35,0,Loyal
13820,418,3,660.65,0,Loyal
13821,145,6,1410.73,0,Loyal
13822,6,2,632.0,2,At Risk
13823,19,7,3403.4500000000003,3,Champions
13824,33,12,3314.76,3,Champions
13825,622,2,255.59,1,Lost
13826,176,1,189.5,1,Lost
13827,58,3,412.05,2,At Risk
13828,22,1,209.49,2,At Risk
13829,421,1,102.0,1,Lost
13830,582,1,156.85000000000002,1,Lost
13831,16,18,7023.58,3,Champions
13832,19,2,613.6899999999999,2,At Risk
13833,159,2,701.36,1,Lost
13834,577,2,324.19,1,Lost
13835,25,7,1095.27,2,At Risk
13836,399,2,620.37,1,Lost
13837,212,2,271.24,1,Lost
13838,6,10,1966.09,3,Champions
13839,486,1,139.95000000000002,1,Lost
13840,416,1,651.4,1,Lost
13841,253,1,85.0,1,Lost
13842,59,18,5629.91,3,Champions
13843,381,1,319.75,1,Lost
13844,11,1,361.62,2,At Risk
13845,65,1,312.98,1,Lost
13846,25,4,1307.79,2,At Risk
13847,720,1,310.72,1,Lost
13848,92,8,3335.0,0,Loyal
13849,52,5,3469.3,0,Loyal
13850,129,1,1595.48,0,Loyal
13851,96,8,4606.46,0,Loyal
13852,611,1,187.35000000000002,1,Lost
13853,57,1,1090.1399999999999,2,At Risk
13854,9,39,12253.96,3,Champions
13855,501,4,1310.3400000000001,0,Loyal
13856,169,11,1142.03,0,Loyal
13857,393,6,1001.01,0,Loyal
13858,57,1,216.17000000000002,1,Lost
13859,326,2,515.86,1,Lost
13860,1,5,1245.9,2,At Risk
13861,429,2,273.26,1,Lost
13862,18,9,2556.09,3,Champions
13863,248,4,1239.55,0,Loyal
13864,387,1,662.4000000000001,1,Lost
13865,58,4,501.56,2,At Risk
13866,74,1,145.67,1,Lost
13867,31,3,1015.29,2,At Risk
13868,7,2,3192.54,2,At Risk
13869,123,10,8111.57,3,Champions
13870,2,15,5712.08,3,Champions
13871,23,17,7885.85,3,Champions
13872,527,3,919.57,0,Loyal
13873,120,8,1038.92,0,Loyal
13874,358,7,2049.15,0,Loyal
13875,54,14,4814.37,3,Champions
13876,64,1,122.7,1,Lost
13877,86,3,449.68,2,At Risk
13878,55,4,2473.06,0,Loyal
13879,646,1,395.5,1,Lost
13880,21,17,4391.66,3,Champions
13881,4,43,45179.1,3,Champions
